"Tjoet Nja' Dhien",(1988),"Drama,War","https://m.media-amazon.com/images/M/MV5BZDUzYzY3OWYtZmY3ZC00YzZjLWExODktMTI5YTlkMzIwYWY1XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UY98_CR0,0,67,98_AL_.jpg"
"Irisan-Irisan hati",(1988),"Drama","https://m.media-amazon.com/images/M/MV5BNDM2OGIxNDYtMDA2Ny00YWNlLThkMTItYzk4MjZkNWM1OTk3XkEyXkFqcGdeQXVyMDM3MzU0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Catatan si boy 2",(1988),"Drama","https://m.media-amazon.com/images/M/MV5BNDc0MjFhN2EtM2U2OS00YmU1LWJjMGYtMzIzOTRjNTM4NDZkXkEyXkFqcGdeQXVyMzI2MTEyMDk@._V1_UY98_CR17,0,67,98_AL_.jpg"
"Saur sepuh satria madangkara",(1988),"Action,War","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Elegi buat Nana",(1988),"Drama,Romance","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Saskia",(1988),"Drama,Romance","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Setegar gunung batu",(1988),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Bayar tapi nyicil",(1988),"Comedy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Malaikat bayangan",(1988),"",""
"Ratu buaya putih",(1988),"Horror","https://m.media-amazon.com/images/M/MV5BN2JjODBmNmItZmY1MC00YTAyLWI0M2ItMzZmM2YzMmI4MzNiXkEyXkFqcGdeQXVyNjM2NTM3ODA@._V1_UY98_CR15,0,67,98_AL_.jpg"
"Siluman kera",(1988),"Horror","https://m.media-amazon.com/images/M/MV5BN2FkYmMwMTEtNDlmNi00N2M2LWEyZTUtOGM3Nzc0NmIzYjUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Pertarungan Iblis Merah",(1988),"Action","https://m.media-amazon.com/images/M/MV5BYTY5NTY4OTctMzBjMi00YzU4LTk0NDItOGJjMDZmYTdmMTUwXkEyXkFqcGdeQXVyMDM3MzU0Ng@@._V1_UY98_CR4,0,67,98_AL_.jpg"
"Perempuan Malam",(1988),"Horror","https://m.media-amazon.com/images/M/MV5BNDFjYjg4MWItNDc1My00Y2M4LWJkYmMtNGNjYTI0NjI2OTgyXkEyXkFqcGdeQXVyNDkyMzMyODM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Arini II",(1988),"",""
"Santet",(1988),"Horror","https://m.media-amazon.com/images/M/MV5BNTZmZTAyZDgtYTViZi00YjY1LTkxMzMtNTdmNWFhYTVlOTQzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Mandala penakluk satria tar tar",(1988),"",""
"Jodoh boleh diatur",(1988),"Comedy","https://m.media-amazon.com/images/M/MV5BOWQ4ZTI3NzQtMmNkNS00M2NmLTg3YjgtNmNkOTgyYTQ4NDMwL2ltYWdlXkEyXkFqcGdeQXVyMzM2NzMxNTY@._V1_UY98_CR14,0,67,98_AL_.jpg"
"Akibat terlalu genit",(1988),"",""
"Kisah anak-anak Adam",(1988),"",""
"Cakar harimau",(1988),"",""
"Pengakuan",(1988),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Brahma manggala",(1988),"Comedy,Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Pendekar ksatria",(1988),"",""
"Permainan dibalik tirai",(1988),"Adventure","https://m.media-amazon.com/images/M/MV5BOGVkM2JkZDYtNzI5ZS00Y2E0LWE3OGItYjk4MDkyMGYzYWRmXkEyXkFqcGdeQXVyMjM2ODYwMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Bangkitnya Si Mata Malaikat",(1988),"",""
"Rimba panas",(1988),"Adventure","https://m.media-amazon.com/images/M/MV5BNzUzNmU0M2ItM2M5ZS00NTExLTljNTYtMzE3MmM4M2JjY2JhXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Terang bulan di tengah hari",(1988),"Drama","https://m.media-amazon.com/images/M/MV5BYzJjNjIyMWMtNjZjMi00N2QxLWJhZmQtOTM2YjBlZTMxNGNlXkEyXkFqcGdeQXVyNDkyMzMyODM@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Bisikan Arwah",(1988),"Horror","https://m.media-amazon.com/images/M/MV5BY2VlMDg0MWQtNGVhMy00ZGJkLWJiNjgtZWUzMmM4NDY3MGIxXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Forceful Impact",(1988),"Action","https://m.media-amazon.com/images/M/MV5BMjI3OWRlMjctZDM0ZS00N2QyLTkwMDMtMTA2YjgxYmM0MGNjXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Siluman Teluk Gonggo",(1988),"Action,Adventure,Fantasy","https://m.media-amazon.com/images/M/MV5BNjIzOGUzNjktMmY0Yy00NzE0LWE1ZGQtZGFmNGFiZDhlOTA2XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Bendi keramat",(1988),"Comedy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Bisa Kelabang Geni",(1988),"Action","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Lukisan Berlumur Darah",(1988),"Horror","https://m.media-amazon.com/images/M/MV5BYjk2NDM1MmUtYmUzZi00M2FhLTg1ZWQtZWRkZTJhYzI4NjU5XkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Bayi Tabung",(1988),"Drama","https://m.media-amazon.com/images/M/MV5BYzdhZWMwOWMtNDk2MS00YTU0LWI2ZDMtOTE4YjliZjdlZjJlXkEyXkFqcGdeQXVyNzQwOTU0NTk@._V1_UY98_CR1,0,67,98_AL_.jpg"
"American Hunter",(1989),"Action","https://m.media-amazon.com/images/M/MV5BYWVlYzIyZDMtMzljNy00NjQxLWE0NzAtYjhhZmNiOTYxN2M5XkEyXkFqcGdeQXVyMjcwNDczMjY@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Pembalasan ratu pantai selatan",(1989),"Action,Horror","https://m.media-amazon.com/images/M/MV5BMTg5NTA1NzEtNWNiNy00ZTc4LWJhZTgtYmJkODZhYWI3NmQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Istana kecantikan",(1989),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Rio sang juara",(1989),"Action","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Saur sepuh 2: Pesanggrahan keramat",(1989),"Action","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Joe turun ke desa",(1989),"Adventure,Comedy","https://m.media-amazon.com/images/M/MV5BMGQ1OWVjMWUtMTI3OC00YTI3LWJjMjctMjEwOGViZjcwMTNmXkEyXkFqcGdeQXVyMzM2NzMxNTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Ketika cinta telah berlalu",(1989),"Drama,Romance","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Lebih asyik sama kamu",(1989),"Comedy","https://m.media-amazon.com/images/M/MV5BZWU3NDE3N2ItN2MxOS00MTUzLTk4MjktZDQ5MjkwNWZlNTFmXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Makelar kodok",(1989),"Comedy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Saat kukatakan cinta",(1989),"Drama,Romance","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Tarzan raja rimba",(1989),"Adventure","https://m.media-amazon.com/images/M/MV5BMTJkZGJmODQtOGVkZC00YzJmLWIwYTUtOGYzOWRkNzM5ZDdjXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Buronan",(1989),"",""
"Musnahkan ilmu santet",(1989),"Horror","https://m.media-amazon.com/images/M/MV5BYzg0ZmY5OTMtNWM0OS00OTVjLThlZjctZjZhMDEyYzkxMzk4XkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Laura si Tarzan",(1989),"",""
"Wanita harimau",(1989),"Horror","https://m.media-amazon.com/images/M/MV5BY2MwNTU3MDktZDk0Ny00NGRlLWI2MzEtOTM4NmJlNTcxOWI2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Lupus III",(1989),"",""
"Kristal-kristal cinta",(1989),"",""
"Pacar ketinggalan kereta",(1989),"",""
"Si Roy",(1989),"",""
"Malioboro",(1989),"",""
"Badai jalanan",(1989),"",""
"Mistri cinta",(1989),"",""
"Pembalasan si mata elang",(1989),"",""
"Si badung",(1989),"",""
"Langkah-langkah pasti",(1989),"",""
"Nuansa birunya rinjani",(1989),"",""
"Si pahit lidah dans si mata empat",(1989),"",""
"Tamu tengah malam",(1989),"Fantasy,Horror","https://m.media-amazon.com/images/M/MV5BZjIyN2EzNTEtNTQzNy00Njc5LTliMDQtNDlmMzY1ZDY5NTFmXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Sabar dulu dong...!",(1989),"Comedy","https://m.media-amazon.com/images/M/MV5BYzdiYzk2MDUtNDMxYy00NGJhLWJkMTEtN2I0MTMyN2FjNzZiXkEyXkFqcGdeQXVyNzM5NjY4MjI@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Semua sayang kamu",(1989),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Pendekar ilmu api",(1989),"Action","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Pancasona",(1989),"Fantasy","https://m.media-amazon.com/images/M/MV5BOThiN2UyMGQtNDE5Mi00OTY4LWFmMGQtODVjMmFkMjM4YWZhXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UY98_CR0,0,67,98_AL_.jpg"
"Cinta Berdarah",(1989),"Horror","https://m.media-amazon.com/images/M/MV5BM2FkN2UzN2UtODIwNS00NDg2LThkMmYtZTAzMWEzZDhkZjgwXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Kanan Kiri OK",(1989),"Comedy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Wanita Jelmaan",(1990),"Drama,Fantasy,Horror","https://m.media-amazon.com/images/M/MV5BYmJjYWVhOWMtZWFmMS00ZTFmLWJjMTgtMTQzZWI0NzJmYzhiXkEyXkFqcGdeQXVyNjE5NjI4NzI@._V1_UY98_CR0,0,67,98_AL_.jpg"
"Perjanjian Terlarang",(1990),"Drama,Fantasy,Horror","https://m.media-amazon.com/images/M/MV5BN2NmZjM2MWUtYjkxNC00OGJhLThhODItOGEyNTAzYTU4MDZkXkEyXkFqcGdeQXVyNjE5NjI4NzI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Langitku rumahku",(1990),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Catatan si boy 3",(1990),"Drama","https://m.media-amazon.com/images/M/MV5BN2E2NTMwN2EtNzU2Yi00ZGM3LTg3MjktZTc3M2Q5MTIxNmY4XkEyXkFqcGdeQXVyMzI2MTEyMDk@._V1_UY98_CR2,0,67,98_AL_.jpg"
"Jual tampang",(1990),"Comedy,Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Misteri dari gunung merapi",(1990),"Action,Horror","https://m.media-amazon.com/images/M/MV5BMTZhNzE0ZDEtODU2My00YjU3LWI1ZWItNzEzMDQyNTdmMWFmXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UY98_CR0,0,67,98_AL_.jpg"
"Suamiku sayang",(1990),"Comedy,Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Blok M",(1990),"Drama","https://m.media-amazon.com/images/M/MV5BZTRjODRiMjEtMDM2Yi00ODNiLWEwMGYtMGMwMjk3ZDViNjA1XkEyXkFqcGdeQXVyMzI2MTEyMDk@._V1_UY98_CR3,0,67,98_AL_.jpg"
"Pengantin",(1990),"Drama,Romance","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Soerabaja '45",(1990),"Drama,War","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Jampang",(1990),"Action","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Saur sepuh 3: Kembang gunung lawu",(1990),"",""
"Jaka swara",(1990),"Action,Musical","https://m.media-amazon.com/images/M/MV5BY2Q3MmQwMGYtZTI4NC00ZDY0LWI0MTctNDRmMjk4MTQwZTFmXkEyXkFqcGdeQXVyMzM2NzMxNTY@._V1_UY98_CR15,0,67,98_AL_.jpg"
"Catatan si boy 4",(1990),"",""
"Tarzan penunggu harta karun",(1990),"",""
"Balada Tiga Jagoan",(1990),"Action","https://m.media-amazon.com/images/M/MV5BNmMyOTdiOTEtMmY3NC00ZjZjLTg4YzktMWZiNGE5MWQ3ZWI4XkEyXkFqcGdeQXVyNDkyMzMyODM@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Si Buta dari Goa Hantu - Lembah Tengkorak",(1990),"Action","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Makelar kodok untung besar",(1990),"",""
"Rebo & Robby",(1990),"",""
"Diskotik DJ",(1990),"",""
"Lupa aturan main",(1990),"Comedy","https://m.media-amazon.com/images/M/MV5BNzMzM2VkMjItZGVkMy00MDYwLWFlNzgtYmE2NjUxMzkxYTM5L2ltYWdlXkEyXkFqcGdeQXVyMzM2NzMxNTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Antri dong",(1990),"",""
"Ikut-ikutan",(1990),"",""
"Jampang II",(1990),"",""
"Turangga",(1990),"Action","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Wanita",(1990),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Warisan terlarang",(1990),"Horror","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Aji Pamungkas",(1990),"Action,Drama,Fantasy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Perempuan kedua",(1990),"",""
"Cinta anak muda",(1990),"",""
"Jangan bilang siapa-siapa",(1990),"",""
"Oom pasikom",(1990),"",""
"Mana bisa tahan",(1990),"Comedy,Drama","https://m.media-amazon.com/images/M/MV5BNGI1ZjcyZDMtMGU4My00YjVkLWFjYzgtNDY4NmNkNjQ0ZTZjXkEyXkFqcGdeQXVyNzM5NjY4MjI@._V1_UY98_CR32,0,67,98_AL_.jpg"
"Curi-curi kesempatan",(1990),"Comedy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Rahasia patukan cobra",(1990),"",""
"Srigala jalanan",(1990),"",""
"Guntur tengah malam",(1990),"Horror","https://m.media-amazon.com/images/M/MV5BMjI0NjRlMWItNjEzNi00MTYzLTllZDEtNjE2NzA5NGUwMmM4XkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UY98_CR0,0,67,98_AL_.jpg"
"Jaka tuak",(1990),"",""
"Sepondok dua cinta",(1990),"Comedy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Titisan Dewi Ular",(1990),"Comedy,Horror","https://m.media-amazon.com/images/M/MV5BNDc0ZTgwNTYtMDIyNS00YmVjLTk4NTQtOGQwNWJlNzExY2ViXkEyXkFqcGdeQXVyNjUzMTk4MDA@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Ratapan anak tiri III",(1990),"",""
"Pusaka Penyebar Maut",(1990),"Fantasy","https://m.media-amazon.com/images/M/MV5BMmE2NjNjMDMtM2NjOC00MTM4LWE1YjQtYjJiNmEyYTBlMjQ5XkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Suromenggolo",(1991),"",""
"Taksi",(1991),"Drama","https://m.media-amazon.com/images/M/MV5BZTU2NjI1ZmYtMGQzYy00OWQ2LThiNjUtYWNhYTY3NDBmMjU5XkEyXkFqcGdeQXVyNDkyMzMyODM@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Double Crosser",(1991),"Action,Thriller","https://m.media-amazon.com/images/M/MV5BOGRmYzI1ODUtYjM3NS00NTZlLWE2MmUtYzQ5OTc4N2IxNDY2XkEyXkFqcGdeQXVyNDkyMzMyODM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Air dan romi",(1991),"",""
"Misteri janda kembang",(1991),"Horror","https://m.media-amazon.com/images/M/MV5BYmU5Y2JhNjItYzMwMS00MDIwLWEzOGItMDNlMTU2ZTYyYjkwXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Rini tomboy",(1991),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Catatan si boy 5",(1991),"Drama","https://m.media-amazon.com/images/M/MV5BNTlmNTgzOGItNDFhOS00YWYyLTk0NDMtYzZhM2YzNjcwNGMxXkEyXkFqcGdeQXVyMzI2MTEyMDk@._V1_UY98_CR16,0,67,98_AL_.jpg"
"Pesta",(1991),"Drama","https://m.media-amazon.com/images/M/MV5BZmVlOTZhZWUtOGJkMy00NTUzLThkZmMtNTYzN2I0MmQyYzQxXkEyXkFqcGdeQXVyMzI2MTEyMDk@._V1_UY98_CR15,0,67,98_AL_.jpg"
"Taksi 2",(1991),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Gadis metropolis",(1991),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Gema kampus 66",(1991),"Drama,War","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Ajian ratu laut kidul",(1991),"Drama,Fantasy,Horror","https://m.media-amazon.com/images/M/MV5BMmFlYWVmODItYmM4Mi00Njc1LThlMDItNTFhMjY5MThkNGJlXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Zig Zag",(1991),"",""
"Kamandaka",(1991),"",""
"Yang tercinta",(1991),"",""
"Bernafas dalam lumpur",(1991),"",""
"Bujang jelihin",(1991),"",""
"Bukan main",(1991),"",""
"Ketika senyummu hadir",(1991),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Cakar naga",(1991),"",""
"Catatan si Emon",(1991),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Cinta dan noda",(1991),"Drama,Horror","https://m.media-amazon.com/images/M/MV5BNGYxYzAzOTItMTJkMy00NzUwLWE5MzctM2RhMTNmMjNjNDc5XkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Daerah jagoan",(1991),"Action","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Darah pendekar",(1991),"",""
"Dari pintu ke pintu",(1991),"",""
"Demi cinta belahlah dadaku",(1991),"Drama","https://m.media-amazon.com/images/M/MV5BODlkOGZlZWItMzU0Ni00YzE3LWJjYTktYmUyOGRhYzZhNzQwXkEyXkFqcGdeQXVyNDkyMzMyODM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Harta karun",(1991),"",""
"Ini rindu",(1991),"Comedy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Jurus-jurus sakti",(1991),"",""
"Lagu untuk Seruni",(1991),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Lima harimau nusantara",(1991),"",""
"Makhluk dari kubur",(1991),"Horror","https://m.media-amazon.com/images/M/MV5BNTU0M2ZjMzQtMWQ0Ny00MDNlLWI3MWMtMzE4NzY0NTQ1ZGQ4XkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Menerjang prahara di komodo",(1991),"",""
"Misteri ronggeng",(1991),"",""
"Nada dan dakwah",(1991),"Drama","https://m.media-amazon.com/images/M/MV5BZTEyODZmNGItYTZkMy00NmRkLWFiZjctMzc0N2Y1NWE1ZTI2XkEyXkFqcGdeQXVyMzM2NzMxNTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Ojek",(1991),"",""
"Perawan metropolitan",(1991),"",""
"Plong",(1991),"Comedy,Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Sekretaris",(1991),"Drama","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Selir adipati gendra sakti",(1991),"",""
"Si Kabayan dan anak jin",(1991),"Comedy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Si Rawing",(1991),"Action","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Badai laut selatan",(1991),"",""
"Barang titipan",(1991),"Comedy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Bisa naik bisa turun",(1991),"Comedy","https://m.media-amazon.com/images/M/MV5BNmM3MTBmYzktYTNiZS00NmE0LTg5OGEtZDA0MDlkNWRlN2M3L2ltYWdlXkEyXkFqcGdeQXVyMzM2NzMxNTY@._V1_UY98_CR18,0,67,98_AL_.jpg"
"Boss carmad",(1991),"",""
"Sudah pasti tahan",(1991),"Comedy","https://m.media-amazon.com/images/M/MV5BYTdjODI3ZGEtYmM4Zi00NWZjLWE5OTItY2VjNGEzZmYyODEzL2ltYWdlXkEyXkFqcGdeQXVyMzM2NzMxNTY@._V1_UY98_CR15,0,67,98_AL_.jpg"
"Akal-akalan",(1991),"Comedy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Saur sepuh 4: Titisan darah biru",(1991),"",""
"Perjanjian Dimalam Keramat",(1991),"Horror","https://m.media-amazon.com/images/M/MV5BNDEwMWQ1NGItYTkxZS00OWFiLWFkZDEtYzdiMTM1M2I0NjQyXkEyXkFqcGdeQXVyNjUzMTk4MDA@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Penumpas Ajaran Sesat",(1991),"Action,Fantasy,Horror","https://m.media-amazon.com/images/M/MV5BNTM1OGUzNmUtMTIwMS00ZWE1LWE5ZWYtYmVhMzAxODY1ODFjXkEyXkFqcGdeQXVyNTQ1MzU0Nzc@._V1_UY98_CR32,0,67,98_AL_.jpg"
"Babad Tanah Leluhur II",(1991),"Action","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Angel of Fury",(1992),"Action","https://m.media-amazon.com/images/M/MV5BZGVjYTE5OTYtZjZkMy00YzZmLWJiMDctMDRkYThkYTU3MzFkXkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_UY98_CR7,0,67,98_AL_.jpg"
"Cinta dalam sepotong roti",(1992),"",""
"Lady Dragon",(1992),"Action,Drama","https://m.media-amazon.com/images/M/MV5BMjAyNTc3NDQxOF5BMl5BanBnXkFtZTcwMTQ2MzUxMQ@@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Bibir Mer",(1992),"Comedy,Drama","https://m.media-amazon.com/images/M/MV5BZWY3NmQzMjEtYWI0MC00YzRkLTkzYzEtN2Q2Y2MzNGYwMTQ3XkEyXkFqcGdeQXVyMjgwMTE5NTQ@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Olga dan sepatu roda",(1992),"Comedy,Drama,Romance","https://m.media-amazon.com/images/M/MV5BZDBmMmVkMmQtZTYwNS00Nzc5LWFlMzYtY2QzMjYyMDdiNGI1XkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Narkoba",(1992),"Action","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Kembalinya si janda kembang",(1992),"Horror,Mystery","https://m.media-amazon.com/images/M/MV5BNDM0ODZjYmMtNjI3Yi00YzY3LTk2YWMtMTFmNDFiYzdjZjMzXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UY98_CR0,0,67,98_AL_.jpg"
"Masuk kena keluar kena",(1992),"Comedy","https://m.media-amazon.com/images/M/MV5BYzdjOTMwMmQtZDlkOS00MDM5LWEyNjktNTAxNjU1ZjgzM2E5L2ltYWdlXkEyXkFqcGdeQXVyMzM2NzMxNTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Misteri wanita berdarah dingin",(1992),"Drama,Horror,Mystery","https://m.media-amazon.com/images/M/MV5BMzZiZjQwNDctMWY2NC00ZDQ4LTg3MzgtNGE0NTBmYWIxZDc2XkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UY98_CR1,0,67,98_AL_.jpg"
"Asmara",(1992),"",""
"Ramadhan dan Ramona",(1992),"Comedy","https://m.media-amazon.com/images/M/MV5BNTlkOGMzYzAtNWQ3NC00ZDY1LWE4ODQtMDM0MDRhYzdhYmRmXkEyXkFqcGdeQXVyNDkyMzMyODM@._V1_UY98_CR0,0,67,98_AL_.jpg"
"Salah masuk",(1992),"Comedy","https://m.media-amazon.com/images/M/MV5BM2U2NDMwOGItMGM2OS00ZDZmLThhY2ItZTMzY2ZlZjc5MjU0L2ltYWdlXkEyXkFqcGdeQXVyMzM2NzMxNTY@._V1_UY98_CR16,0,67,98_AL_.jpg"
"Salah pencet",(1992),"Comedy","https://m.media-amazon.com/images/G/01/imdb/images/nopicture/67x98/film-2500266839._CB470041825_.png"
"Pelangi di nusa laut",(1992),"",""
"Skandal Iblis",(1992),"Horror","https://m.media-amazon.com/images/M/MV5BZDRmMTcxZDAtYjRhNi00ODlhLWIxY2MtZjBkMDdjYzM2OGMwXkEyXkFqcGdeQXVyMDYxMDYyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg"
